county,year,n,change,pct_change,tooltip
Crow Wing,2024,69166,0,0,"<b>2024 – Crow Wing</b><br>Population projection: 69,166<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Crow Wing,2025,69895,729,0.010539860625162652,"<b>2025 – Crow Wing</b><br>Population projection: 69,895<br>% change compared to 2024: 1.1%<br>Change compared to 2024: 729"
Crow Wing,2026,70617,1451,0.020978515455570657,"<b>2026 – Crow Wing</b><br>Population projection: 70,617<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 1,451"
Crow Wing,2027,71333,2167,0.03133042246190325,"<b>2027 – Crow Wing</b><br>Population projection: 71,333<br>% change compared to 2024: 3.1%<br>Change compared to 2024: 2,167"
Crow Wing,2028,72043,2877,0.041595581644160426,"<b>2028 – Crow Wing</b><br>Population projection: 72,043<br>% change compared to 2024: 4.2%<br>Change compared to 2024: 2,877"
Crow Wing,2029,72745,3579,0.05174507706098372,"<b>2029 – Crow Wing</b><br>Population projection: 72,745<br>% change compared to 2024: 5.2%<br>Change compared to 2024: 3,579"
Crow Wing,2030,73438,4272,0.0617644507416939,"<b>2030 – Crow Wing</b><br>Population projection: 73,438<br>% change compared to 2024: 6.2%<br>Change compared to 2024: 4,272"
Crow Wing,2031,74123,4957,0.07166816065697018,"<b>2031 – Crow Wing</b><br>Population projection: 74,123<br>% change compared to 2024: 7.2%<br>Change compared to 2024: 4,957"
Crow Wing,2032,74795,5629,0.08138391695341642,"<b>2032 – Crow Wing</b><br>Population projection: 74,795<br>% change compared to 2024: 8.1%<br>Change compared to 2024: 5,629"
Crow Wing,2033,75458,6292,0.09096955151374952,"<b>2033 – Crow Wing</b><br>Population projection: 75,458<br>% change compared to 2024: 9.1%<br>Change compared to 2024: 6,292"
Dakota,2024,454162,0,0,"<b>2024 – Dakota</b><br>Population projection: 454,162<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Dakota,2025,458774,4612,0.010154966729933372,"<b>2025 – Dakota</b><br>Population projection: 458,774<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 4,612"
Dakota,2026,463346,9184,0.0202218591603877,"<b>2026 – Dakota</b><br>Population projection: 463,346<br>% change compared to 2024: 2.0%<br>Change compared to 2024: 9,184"
Dakota,2027,467874,13712,0.030191869861415088,"<b>2027 – Dakota</b><br>Population projection: 467,874<br>% change compared to 2024: 3.0%<br>Change compared to 2024: 13,712"
Dakota,2028,472352,18190,0.04005178768809368,"<b>2028 – Dakota</b><br>Population projection: 472,352<br>% change compared to 2024: 4.0%<br>Change compared to 2024: 18,190"
Dakota,2029,476775,22613,0.04979060335298858,"<b>2029 – Dakota</b><br>Population projection: 476,775<br>% change compared to 2024: 5.0%<br>Change compared to 2024: 22,613"
Dakota,2030,481137,26975,0.059395105711177947,"<b>2030 – Dakota</b><br>Population projection: 481,137<br>% change compared to 2024: 5.9%<br>Change compared to 2024: 26,975"
Dakota,2031,485429,31267,0.06884547804527899,"<b>2031 – Dakota</b><br>Population projection: 485,429<br>% change compared to 2024: 6.9%<br>Change compared to 2024: 31,267"
Dakota,2032,489641,35479,0.07811970178042196,"<b>2032 – Dakota</b><br>Population projection: 489,641<br>% change compared to 2024: 7.8%<br>Change compared to 2024: 35,479"
Dakota,2033,493787,39625,0.08724860292142451,"<b>2033 – Dakota</b><br>Population projection: 493,787<br>% change compared to 2024: 8.7%<br>Change compared to 2024: 39,625"
Dodge,2024,21509,0,0,"<b>2024 – Dodge</b><br>Population projection: 21,509<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Dodge,2025,21612,103,0.004788693105211772,"<b>2025 – Dodge</b><br>Population projection: 21,612<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 103"
Dodge,2026,21712,203,0.009437909712213493,"<b>2026 – Dodge</b><br>Population projection: 21,712<br>% change compared to 2024: 0.9%<br>Change compared to 2024: 203"
Dodge,2027,21809,300,0.013947649821005161,"<b>2027 – Dodge</b><br>Population projection: 21,809<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 300"
Dodge,2028,21903,394,0.01831791343158678,"<b>2028 – Dodge</b><br>Population projection: 21,903<br>% change compared to 2024: 1.8%<br>Change compared to 2024: 394"
Dodge,2029,21993,484,0.022502208377888328,"<b>2029 – Dodge</b><br>Population projection: 21,993<br>% change compared to 2024: 2.3%<br>Change compared to 2024: 484"
Dodge,2030,22079,570,0.026500534659909807,"<b>2030 – Dodge</b><br>Population projection: 22,079<br>% change compared to 2024: 2.7%<br>Change compared to 2024: 570"
Dodge,2031,22162,653,0.030359384443721233,"<b>2031 – Dodge</b><br>Population projection: 22,162<br>% change compared to 2024: 3.0%<br>Change compared to 2024: 653"
Dodge,2032,22240,731,0.033985773397182575,"<b>2032 – Dodge</b><br>Population projection: 22,240<br>% change compared to 2024: 3.4%<br>Change compared to 2024: 731"
Dodge,2033,22314,805,0.03742619368636385,"<b>2033 – Dodge</b><br>Population projection: 22,314<br>% change compared to 2024: 3.7%<br>Change compared to 2024: 805"
Douglas,2024,40473,0,0,"<b>2024 – Douglas</b><br>Population projection: 40,473<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Douglas,2025,40894,421,0.010401996392656833,"<b>2025 – Douglas</b><br>Population projection: 40,894<br>% change compared to 2024: 1.0%<br>Change compared to 2024: 421"
Douglas,2026,41312,839,0.02072986929557977,"<b>2026 – Douglas</b><br>Population projection: 41,312<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 839"
Douglas,2027,41726,1253,0.03095891087885751,"<b>2027 – Douglas</b><br>Population projection: 41,726<br>% change compared to 2024: 3.1%<br>Change compared to 2024: 1,253"
Douglas,2028,42137,1664,0.04111382897240135,"<b>2028 – Douglas</b><br>Population projection: 42,137<br>% change compared to 2024: 4.1%<br>Change compared to 2024: 1,664"
Douglas,2029,42544,2071,0.051169915746300004,"<b>2029 – Douglas</b><br>Population projection: 42,544<br>% change compared to 2024: 5.1%<br>Change compared to 2024: 2,071"
Douglas,2030,42946,2473,0.06110246337064216,"<b>2030 – Douglas</b><br>Population projection: 42,946<br>% change compared to 2024: 6.1%<br>Change compared to 2024: 2,473"
Douglas,2031,43342,2869,0.07088676401551652,"<b>2031 – Douglas</b><br>Population projection: 43,342<br>% change compared to 2024: 7.1%<br>Change compared to 2024: 2,869"
Douglas,2032,43733,3260,0.08054752551083438,"<b>2032 – Douglas</b><br>Population projection: 43,733<br>% change compared to 2024: 8.1%<br>Change compared to 2024: 3,260"
Douglas,2033,44118,3645,0.09006004002668445,"<b>2033 – Douglas</b><br>Population projection: 44,118<br>% change compared to 2024: 9.0%<br>Change compared to 2024: 3,645"
Faribault,2024,13488,0,0,"<b>2024 – Faribault</b><br>Population projection: 13,488<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Faribault,2025,13434,-54,-0.00400355871886121,"<b>2025 – Faribault</b><br>Population projection: 13,434<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -54"
Faribault,2026,13377,-111,-0.008229537366548042,"<b>2026 – Faribault</b><br>Population projection: 13,377<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -111"
Faribault,2027,13317,-171,-0.012677935943060499,"<b>2027 – Faribault</b><br>Population projection: 13,317<br>% change compared to 2024: -1.3%<br>Change compared to 2024: -171"
Faribault,2028,13255,-233,-0.01727461447212337,"<b>2028 – Faribault</b><br>Population projection: 13,255<br>% change compared to 2024: -1.7%<br>Change compared to 2024: -233"
Faribault,2029,13189,-299,-0.02216785290628707,"<b>2029 – Faribault</b><br>Population projection: 13,189<br>% change compared to 2024: -2.2%<br>Change compared to 2024: -299"
Faribault,2030,13121,-367,-0.027209371293001185,"<b>2030 – Faribault</b><br>Population projection: 13,121<br>% change compared to 2024: -2.7%<br>Change compared to 2024: -367"
Faribault,2031,13049,-439,-0.03254744958481613,"<b>2031 – Faribault</b><br>Population projection: 13,049<br>% change compared to 2024: -3.3%<br>Change compared to 2024: -439"
Faribault,2032,12975,-513,-0.0380338078291815,"<b>2032 – Faribault</b><br>Population projection: 12,975<br>% change compared to 2024: -3.8%<br>Change compared to 2024: -513"
Faribault,2033,12897,-591,-0.043816725978647685,"<b>2033 – Faribault</b><br>Population projection: 12,897<br>% change compared to 2024: -4.4%<br>Change compared to 2024: -591"
Fillmore,2024,21252,0,0,"<b>2024 – Fillmore</b><br>Population projection: 21,252<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Fillmore,2025,21284,32,0.0015057406361754188,"<b>2025 – Fillmore</b><br>Population projection: 21,284<br>% change compared to 2024: 0.2%<br>Change compared to 2024: 32"
Fillmore,2026,21313,61,0.002870318087709392,"<b>2026 – Fillmore</b><br>Population projection: 21,313<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 61"
Fillmore,2027,21338,86,0.004046677959721438,"<b>2027 – Fillmore</b><br>Population projection: 21,338<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 86"
Fillmore,2028,21360,108,0.005081874647092038,"<b>2028 – Fillmore</b><br>Population projection: 21,360<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 108"
Fillmore,2029,21377,125,0.00588179936006023,"<b>2029 – Fillmore</b><br>Population projection: 21,377<br>% change compared to 2024: 0.6%<br>Change compared to 2024: 125"
Fillmore,2030,21390,138,0.006493506493506494,"<b>2030 – Fillmore</b><br>Population projection: 21,390<br>% change compared to 2024: 0.6%<br>Change compared to 2024: 138"
Fillmore,2031,21399,147,0.00691699604743083,"<b>2031 – Fillmore</b><br>Population projection: 21,399<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 147"
Fillmore,2032,21403,151,0.007105213626952757,"<b>2032 – Fillmore</b><br>Population projection: 21,403<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 151"
Fillmore,2033,21403,151,0.007105213626952757,"<b>2033 – Fillmore</b><br>Population projection: 21,403<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 151"
Freeborn,2024,29949,0,0,"<b>2024 – Freeborn</b><br>Population projection: 29,949<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Freeborn,2025,29850,-99,-0.003305619553240509,"<b>2025 – Freeborn</b><br>Population projection: 29,850<br>% change compared to 2024: -0.3%<br>Change compared to 2024: -99"
Freeborn,2026,29744,-205,-0.00684496978196267,"<b>2026 – Freeborn</b><br>Population projection: 29,744<br>% change compared to 2024: -0.7%<br>Change compared to 2024: -205"
Freeborn,2027,29633,-316,-0.010551270493171725,"<b>2027 – Freeborn</b><br>Population projection: 29,633<br>% change compared to 2024: -1.1%<br>Change compared to 2024: -316"
Freeborn,2028,29514,-435,-0.014524691976359812,"<b>2028 – Freeborn</b><br>Population projection: 29,514<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -435"
Freeborn,2029,29390,-559,-0.018665063942034793,"<b>2029 – Freeborn</b><br>Population projection: 29,390<br>% change compared to 2024: -1.9%<br>Change compared to 2024: -559"
Freeborn,2030,29258,-691,-0.023072556679688803,"<b>2030 – Freeborn</b><br>Population projection: 29,258<br>% change compared to 2024: -2.3%<br>Change compared to 2024: -691"
Freeborn,2031,29119,-830,-0.027713780092824467,"<b>2031 – Freeborn</b><br>Population projection: 29,119<br>% change compared to 2024: -2.8%<br>Change compared to 2024: -830"
Freeborn,2032,28972,-977,-0.03262212427793916,"<b>2032 – Freeborn</b><br>Population projection: 28,972<br>% change compared to 2024: -3.3%<br>Change compared to 2024: -977"
Freeborn,2033,28819,-1130,-0.037730809042038134,"<b>2033 – Freeborn</b><br>Population projection: 28,819<br>% change compared to 2024: -3.8%<br>Change compared to 2024: -1,130"
Goodhue,2024,46968,0,0,"<b>2024 – Goodhue</b><br>Population projection: 46,968<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Goodhue,2025,47041,73,0.0015542497019247147,"<b>2025 – Goodhue</b><br>Population projection: 47,041<br>% change compared to 2024: 0.2%<br>Change compared to 2024: 73"
Goodhue,2026,47105,137,0.0029168795775847385,"<b>2026 – Goodhue</b><br>Population projection: 47,105<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 137"
Goodhue,2027,47162,194,0.004130471810594448,"<b>2027 – Goodhue</b><br>Population projection: 47,162<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 194"
Goodhue,2028,47210,242,0.005152444217339465,"<b>2028 – Goodhue</b><br>Population projection: 47,210<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 242"
Goodhue,2029,47250,282,0.00600408788962698,"<b>2029 – Goodhue</b><br>Population projection: 47,250<br>% change compared to 2024: 0.6%<br>Change compared to 2024: 282"
Goodhue,2030,47280,312,0.006642820643842616,"<b>2030 – Goodhue</b><br>Population projection: 47,280<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 312"
Goodhue,2031,47301,333,0.007089933571793562,"<b>2031 – Goodhue</b><br>Population projection: 47,301<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 333"
Goodhue,2032,47311,343,0.00730284448986544,"<b>2032 – Goodhue</b><br>Population projection: 47,311<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 343"
Goodhue,2033,47312,344,0.007324135581672628,"<b>2033 – Goodhue</b><br>Population projection: 47,312<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 344"
Grant,2024,6240,0,0,"<b>2024 – Grant</b><br>Population projection: 6,240<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Grant,2025,6284,44,0.007051282051282051,"<b>2025 – Grant</b><br>Population projection: 6,284<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 44"
Grant,2026,6327,87,0.013942307692307693,"<b>2026 – Grant</b><br>Population projection: 6,327<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 87"
Grant,2027,6369,129,0.020673076923076922,"<b>2027 – Grant</b><br>Population projection: 6,369<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 129"
Grant,2028,6411,171,0.027403846153846154,"<b>2028 – Grant</b><br>Population projection: 6,411<br>% change compared to 2024: 2.7%<br>Change compared to 2024: 171"
Grant,2029,6451,211,0.03381410256410256,"<b>2029 – Grant</b><br>Population projection: 6,451<br>% change compared to 2024: 3.4%<br>Change compared to 2024: 211"
Grant,2030,6491,251,0.04022435897435898,"<b>2030 – Grant</b><br>Population projection: 6,491<br>% change compared to 2024: 4.0%<br>Change compared to 2024: 251"
Grant,2031,6530,290,0.046474358974358976,"<b>2031 – Grant</b><br>Population projection: 6,530<br>% change compared to 2024: 4.6%<br>Change compared to 2024: 290"
Grant,2032,6567,327,0.052403846153846155,"<b>2032 – Grant</b><br>Population projection: 6,567<br>% change compared to 2024: 5.2%<br>Change compared to 2024: 327"
Grant,2033,6603,363,0.058173076923076925,"<b>2033 – Grant</b><br>Population projection: 6,603<br>% change compared to 2024: 5.8%<br>Change compared to 2024: 363"
Hennepin,2024,1270261,0,0,"<b>2024 – Hennepin</b><br>Population projection: 1,270,261<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Hennepin,2025,1271637,1376,0.001083241947914641,"<b>2025 – Hennepin</b><br>Population projection: 1,271,637<br>% change compared to 2024: 0.1%<br>Change compared to 2024: 1,376"
Hennepin,2026,1272798,2537,0.0019972273414676197,"<b>2026 – Hennepin</b><br>Population projection: 1,272,798<br>% change compared to 2024: 0.2%<br>Change compared to 2024: 2,537"
Hennepin,2027,1273741,3480,0.0027395944612957496,"<b>2027 – Hennepin</b><br>Population projection: 1,273,741<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 3,480"
Hennepin,2028,1274451,4190,0.0032985347105831007,"<b>2028 – Hennepin</b><br>Population projection: 1,274,451<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 4,190"
Hennepin,2029,1274921,4660,0.0036685374108155725,"<b>2029 – Hennepin</b><br>Population projection: 1,274,921<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 4,660"
Hennepin,2030,1275139,4878,0.0038401556845404214,"<b>2030 – Hennepin</b><br>Population projection: 1,275,139<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 4,878"
Hennepin,2031,1275088,4827,0.0038000064553662593,"<b>2031 – Hennepin</b><br>Population projection: 1,275,088<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 4,827"
Hennepin,2032,1274747,4486,0.003531557687750785,"<b>2032 – Hennepin</b><br>Population projection: 1,274,747<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 4,486"
Hennepin,2033,1274164,3903,0.0030725968915049744,"<b>2033 – Hennepin</b><br>Population projection: 1,274,164<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 3,903"
Houston,2024,18586,0,0,"<b>2024 – Houston</b><br>Population projection: 18,586<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Houston,2025,18563,-23,-0.0012374905843107716,"<b>2025 – Houston</b><br>Population projection: 18,563<br>% change compared to 2024: -0.1%<br>Change compared to 2024: -23"
Houston,2026,18538,-48,-0.002582589045518132,"<b>2026 – Houston</b><br>Population projection: 18,538<br>% change compared to 2024: -0.3%<br>Change compared to 2024: -48"
Houston,2027,18508,-78,-0.0041967071989669645,"<b>2027 – Houston</b><br>Population projection: 18,508<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -78"
Houston,2028,18475,-111,-0.00597223716776068,"<b>2028 – Houston</b><br>Population projection: 18,475<br>% change compared to 2024: -0.6%<br>Change compared to 2024: -111"
Houston,2029,18438,-148,-0.007962982890347574,"<b>2029 – Houston</b><br>Population projection: 18,438<br>% change compared to 2024: -0.8%<br>Change compared to 2024: -148"
Houston,2030,18397,-189,-0.010168944366727644,"<b>2030 – Houston</b><br>Population projection: 18,397<br>% change compared to 2024: -1.0%<br>Change compared to 2024: -189"
Houston,2031,18352,-234,-0.012590121596900893,"<b>2031 – Houston</b><br>Population projection: 18,352<br>% change compared to 2024: -1.3%<br>Change compared to 2024: -234"
Houston,2032,18302,-284,-0.015280318519315614,"<b>2032 – Houston</b><br>Population projection: 18,302<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -284"
Houston,2033,18249,-337,-0.018131927257075218,"<b>2033 – Houston</b><br>Population projection: 18,249<br>% change compared to 2024: -1.8%<br>Change compared to 2024: -337"
Hubbard,2024,22164,0,0,"<b>2024 – Hubbard</b><br>Population projection: 22,164<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Hubbard,2025,22313,149,0.00672261324670637,"<b>2025 – Hubbard</b><br>Population projection: 22,313<br>% change compared to 2024: 0.7%<br>Change compared to 2024: 149"
Hubbard,2026,22459,295,0.013309871864284424,"<b>2026 – Hubbard</b><br>Population projection: 22,459<br>% change compared to 2024: 1.3%<br>Change compared to 2024: 295"
Hubbard,2027,22600,436,0.019671539433315285,"<b>2027 – Hubbard</b><br>Population projection: 22,600<br>% change compared to 2024: 2.0%<br>Change compared to 2024: 436"
Hubbard,2028,22736,572,0.025807615953798952,"<b>2028 – Hubbard</b><br>Population projection: 22,736<br>% change compared to 2024: 2.6%<br>Change compared to 2024: 572"
Hubbard,2029,22868,704,0.031763219635444866,"<b>2029 – Hubbard</b><br>Population projection: 22,868<br>% change compared to 2024: 3.2%<br>Change compared to 2024: 704"
Hubbard,2030,22995,831,0.037493232268543585,"<b>2030 – Hubbard</b><br>Population projection: 22,995<br>% change compared to 2024: 3.7%<br>Change compared to 2024: 831"
Hubbard,2031,23116,952,0.04295253564338567,"<b>2031 – Hubbard</b><br>Population projection: 23,116<br>% change compared to 2024: 4.3%<br>Change compared to 2024: 952"
Hubbard,2032,23231,1067,0.048141129759971125,"<b>2032 – Hubbard</b><br>Population projection: 23,231<br>% change compared to 2024: 4.8%<br>Change compared to 2024: 1,067"
Hubbard,2033,23341,1177,0.05310413282800938,"<b>2033 – Hubbard</b><br>Population projection: 23,341<br>% change compared to 2024: 5.3%<br>Change compared to 2024: 1,177"
Isanti,2024,43791,0,0,"<b>2024 – Isanti</b><br>Population projection: 43,791<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Isanti,2025,44421,630,0.01438651777762554,"<b>2025 – Isanti</b><br>Population projection: 44,421<br>% change compared to 2024: 1.4%<br>Change compared to 2024: 630"
Isanti,2026,45050,1259,0.028750199812746912,"<b>2026 – Isanti</b><br>Population projection: 45,050<br>% change compared to 2024: 2.9%<br>Change compared to 2024: 1,259"
Isanti,2027,45677,1886,0.043068210362859946,"<b>2027 – Isanti</b><br>Population projection: 45,677<br>% change compared to 2024: 4.3%<br>Change compared to 2024: 1,886"
Isanti,2028,46303,2512,0.057363385170468816,"<b>2028 – Isanti</b><br>Population projection: 46,303<br>% change compared to 2024: 5.7%<br>Change compared to 2024: 2,512"
Isanti,2029,46926,3135,0.07159005275056518,"<b>2029 – Isanti</b><br>Population projection: 46,926<br>% change compared to 2024: 7.2%<br>Change compared to 2024: 3,135"
Isanti,2030,47546,3755,0.08574821310314905,"<b>2030 – Isanti</b><br>Population projection: 47,546<br>% change compared to 2024: 8.6%<br>Change compared to 2024: 3,755"
Isanti,2031,48161,4370,0.09979219474321208,"<b>2031 – Isanti</b><br>Population projection: 48,161<br>% change compared to 2024: 10.0%<br>Change compared to 2024: 4,370"
Isanti,2032,48771,4980,0.11372199767075426,"<b>2032 – Isanti</b><br>Population projection: 48,771<br>% change compared to 2024: 11.4%<br>Change compared to 2024: 4,980"
Isanti,2033,49377,5586,0.12756045762827978,"<b>2033 – Isanti</b><br>Population projection: 49,377<br>% change compared to 2024: 12.8%<br>Change compared to 2024: 5,586"
Itasca,2024,44923,0,0,"<b>2024 – Itasca</b><br>Population projection: 44,923<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Itasca,2025,44877,-46,-0.0010239743561204727,"<b>2025 – Itasca</b><br>Population projection: 44,877<br>% change compared to 2024: -0.1%<br>Change compared to 2024: -46"
Itasca,2026,44823,-100,-0.0022260312089575495,"<b>2026 – Itasca</b><br>Population projection: 44,823<br>% change compared to 2024: -0.2%<br>Change compared to 2024: -100"
Itasca,2027,44761,-162,-0.0036061705585112304,"<b>2027 – Itasca</b><br>Population projection: 44,761<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -162"
Itasca,2028,44690,-233,-0.00518665271687109,"<b>2028 – Itasca</b><br>Population projection: 44,690<br>% change compared to 2024: -0.5%<br>Change compared to 2024: -233"
Itasca,2029,44610,-313,-0.0069674776840371305,"<b>2029 – Itasca</b><br>Population projection: 44,610<br>% change compared to 2024: -0.7%<br>Change compared to 2024: -313"
Itasca,2030,44521,-402,-0.00894864546000935,"<b>2030 – Itasca</b><br>Population projection: 44,521<br>% change compared to 2024: -0.9%<br>Change compared to 2024: -402"
Itasca,2031,44422,-501,-0.011152416356877323,"<b>2031 – Itasca</b><br>Population projection: 44,422<br>% change compared to 2024: -1.1%<br>Change compared to 2024: -501"
Itasca,2032,44312,-611,-0.013601050686730627,"<b>2032 – Itasca</b><br>Population projection: 44,312<br>% change compared to 2024: -1.4%<br>Change compared to 2024: -611"
Itasca,2033,44194,-729,-0.016227767513300538,"<b>2033 – Itasca</b><br>Population projection: 44,194<br>% change compared to 2024: -1.6%<br>Change compared to 2024: -729"
Jackson,2024,9821,0,0,"<b>2024 – Jackson</b><br>Population projection: 9,821<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Jackson,2025,9800,-21,-0.0021382751247327157,"<b>2025 – Jackson</b><br>Population projection: 9,800<br>% change compared to 2024: -0.2%<br>Change compared to 2024: -21"
Jackson,2026,9778,-43,-0.004378372874452703,"<b>2026 – Jackson</b><br>Population projection: 9,778<br>% change compared to 2024: -0.4%<br>Change compared to 2024: -43"
Jackson,2027,9754,-67,-0.006822115874147236,"<b>2027 – Jackson</b><br>Population projection: 9,754<br>% change compared to 2024: -0.7%<br>Change compared to 2024: -67"
Jackson,2028,9728,-93,-0.009469504123816311,"<b>2028 – Jackson</b><br>Population projection: 9,728<br>% change compared to 2024: -0.9%<br>Change compared to 2024: -93"
Jackson,2029,9700,-121,-0.012320537623459932,"<b>2029 – Jackson</b><br>Population projection: 9,700<br>% change compared to 2024: -1.2%<br>Change compared to 2024: -121"
Jackson,2030,9670,-151,-0.015375216373078099,"<b>2030 – Jackson</b><br>Population projection: 9,670<br>% change compared to 2024: -1.5%<br>Change compared to 2024: -151"
Jackson,2031,9638,-183,-0.018633540372670808,"<b>2031 – Jackson</b><br>Population projection: 9,638<br>% change compared to 2024: -1.9%<br>Change compared to 2024: -183"
Jackson,2032,9604,-217,-0.022095509622238062,"<b>2032 – Jackson</b><br>Population projection: 9,604<br>% change compared to 2024: -2.2%<br>Change compared to 2024: -217"
Jackson,2033,9568,-253,-0.02576112412177986,"<b>2033 – Jackson</b><br>Population projection: 9,568<br>% change compared to 2024: -2.6%<br>Change compared to 2024: -253"
Kanabec,2024,16334,0,0,"<b>2024 – Kanabec</b><br>Population projection: 16,334<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Kanabec,2025,16355,21,0.0012856618097220522,"<b>2025 – Kanabec</b><br>Population projection: 16,355<br>% change compared to 2024: 0.1%<br>Change compared to 2024: 21"
Kanabec,2026,16372,38,0.002326435655687523,"<b>2026 – Kanabec</b><br>Population projection: 16,372<br>% change compared to 2024: 0.2%<br>Change compared to 2024: 38"
Kanabec,2027,16385,51,0.0031223215378964123,"<b>2027 – Kanabec</b><br>Population projection: 16,385<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 51"
Kanabec,2028,16395,61,0.0037345414472878657,"<b>2028 – Kanabec</b><br>Population projection: 16,395<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 61"
Kanabec,2029,16401,67,0.0041018733929227376,"<b>2029 – Kanabec</b><br>Population projection: 16,401<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 67"
Kanabec,2030,16403,69,0.004224317374801029,"<b>2030 – Kanabec</b><br>Population projection: 16,403<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 69"
Kanabec,2031,16400,66,0.004040651401983592,"<b>2031 – Kanabec</b><br>Population projection: 16,400<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 66"
Kanabec,2032,16394,60,0.0036733194563487205,"<b>2032 – Kanabec</b><br>Population projection: 16,394<br>% change compared to 2024: 0.4%<br>Change compared to 2024: 60"
Kanabec,2033,16383,49,0.002999877556018122,"<b>2033 – Kanabec</b><br>Population projection: 16,383<br>% change compared to 2024: 0.3%<br>Change compared to 2024: 49"
Kandiyohi,2024,44293,0,0,"<b>2024 – Kandiyohi</b><br>Population projection: 44,293<br>% change compared to 2024: 0.0%<br>Change compared to 2024: 0"
Kandiyohi,2025,44495,202,0.004560540040186937,"<b>2025 – Kandiyohi</b><br>Population projection: 44,495<br>% change compared to 2024: 0.5%<br>Change compared to 2024: 202"
Kandiyohi,2026,44688,395,0.008917887702345743,"<b>2026 – Kandiyohi</b><br>Population projection: 44,688<br>% change compared to 2024: 0.9%<br>Change compared to 2024: 395"
Kandiyohi,2027,44874,581,0.013117196848260447,"<b>2027 – Kandiyohi</b><br>Population projection: 44,874<br>% change compared to 2024: 1.3%<br>Change compared to 2024: 581"
Kandiyohi,2028,45055,762,0.017203621339715078,"<b>2028 – Kandiyohi</b><br>Population projection: 45,055<br>% change compared to 2024: 1.7%<br>Change compared to 2024: 762"
Kandiyohi,2029,45227,934,0.02108685345314158,"<b>2029 – Kandiyohi</b><br>Population projection: 45,227<br>% change compared to 2024: 2.1%<br>Change compared to 2024: 934"
Kandiyohi,2030,45393,1100,0.024834623981215994,"<b>2030 – Kandiyohi</b><br>Population projection: 45,393<br>% change compared to 2024: 2.5%<br>Change compared to 2024: 1,100"
Kandiyohi,2031,45549,1256,0.028356625200370262,"<b>2031 – Kandiyohi</b><br>Population projection: 45,549<br>% change compared to 2024: 2.8%<br>Change compared to 2024: 1,256"
